"";"codmun";"nome";"uf";"string";"lat";"lon"
"4528";4214607;"Rio do Oeste";"Santa Catarina";"Rio do Oeste, Santa Catarina, Brasil";-27,1932669;-49,7984594
"4529";4214805;"Rio do Sul";"Santa Catarina";"Rio do Sul, Santa Catarina, Brasil";-27,2159592;-49,6436981
"4530";4214706;"Rio dos Cedros";"Santa Catarina";"Rio dos Cedros, Santa Catarina, Brasil";-26,7397769;-49,2718279
"4531";4214904;"Rio Fortuna";"Santa Catarina";"Rio Fortuna, Santa Catarina, Brasil";-28,1335538;-49,1048222
"4532";4215000;"Rio Negrinho";"Santa Catarina";"Rio Negrinho, Santa Catarina, Brasil";-26,2590749;-49,5177459
"4533";4215059;"Rio Rufino";"Santa Catarina";"Rio Rufino, Santa Catarina, Brasil";-27,8616909;-49,7806322
"4534";4215075;"Riqueza";"Santa Catarina";"Riqueza, Santa Catarina, Brasil";-27,0703305;-53,3222491
"4535";4215109;"Rodeio";"Santa Catarina";"Rodeio, Santa Catarina, Brasil";-26,9233303;-49,3685353
"4536";4215208;"Romelândia";"Santa Catarina";"Romelândia, Santa Catarina, Brasil";-26,6779793;-53,3187383
"4537";4215307;"Salete";"Santa Catarina";"Salete, Santa Catarina, Brasil";-26,9841894;-50,0076167
"4538";4215356;"Saltinho";"Santa Catarina";"Saltinho, Santa Catarina, Brasil";-26,1148228;-49,2216496
"4539";4215406;"Salto Veloso";"Santa Catarina";"Salto Veloso, Santa Catarina, Brasil";-26,9071646;-51,4067709
"4540";4215455;"Sangão";"Santa Catarina";"Sangão, Santa Catarina, Brasil";-28,6326379;-49,1321809
"4541";4215505;"Santa Cecília";"Santa Catarina";"Santa Cecília, Santa Catarina, Brasil";-26,9658951;-50,418257
"4542";4215554;"Santa Helena";"Santa Catarina";"Santa Helena, Santa Catarina, Brasil";-26,9389431;-53,6176262
"4543";4215604;"Santa Rosa de Lima";"Santa Catarina";"Santa Rosa de Lima, Santa Catarina, Brasil";-28,0404238;-49,1280355
"4544";4215653;"Santa Rosa do Sul";"Santa Catarina";"Santa Rosa do Sul, Santa Catarina, Brasil";-29,1354954;-49,7154187
"4545";4215679;"Santa Terezinha";"Santa Catarina";"Santa Terezinha, Santa Catarina, Brasil";-28,022844;-49,4997119
"4546";4215687;"Santa Terezinha do Progresso";"Santa Catarina";"Santa Terezinha do Progresso, Santa Catarina, Brasil";-26,6197383;-53,1986637
"4547";4215695;"Santiago do Sul";"Santa Catarina";"Santiago do Sul, Santa Catarina, Brasil";-26,6346322;-52,6753322
"4548";4215703;"Santo Amaro da Imperatriz";"Santa Catarina";"Santo Amaro da Imperatriz, Santa Catarina, Brasil";-27,6852705;-48,7812527
"4549";4215802;"São Bento do Sul";"Santa Catarina";"São Bento do Sul, Santa Catarina, Brasil";-26,2483668;-49,3820671
"4550";4215752;"São Bernardino";"Santa Catarina";"São Bernardino, Santa Catarina, Brasil";-26,4712933;-52,965892
"4551";4215901;"São Bonifácio";"Santa Catarina";"São Bonifácio, Santa Catarina, Brasil";-27,9009069;-48,9326079
"4552";4216008;"São Carlos";"Santa Catarina";"São Carlos, Santa Catarina, Brasil";-27,0851345;-53,0040275
"4553";4216057;"São Cristovão do Sul";"Santa Catarina";"São Cristovão do Sul, Santa Catarina, Brasil";-27,2670092;-50,4409507
"4554";4216107;"São Domingos";"Santa Catarina";"São Domingos, Santa Catarina, Brasil";-26,5593236;-52,5311717
"4555";4216206;"São Francisco do Sul";"Santa Catarina";"São Francisco do Sul, Santa Catarina, Brasil";-26,2495086;-48,6308086
"4556";4216305;"São João Batista";"Santa Catarina";"São João Batista, Santa Catarina, Brasil";-27,2775469;-48,84961
"4557";4216354;"São João do Itaperiú";"Santa Catarina";"São João do Itaperiú, Santa Catarina, Brasil";-26,6181139;-48,7641894
"4558";4216255;"São João do Oeste";"Santa Catarina";"São João do Oeste, Santa Catarina, Brasil";-27,0975717;-53,5932941
"4559";4216404;"São João do Sul";"Santa Catarina";"São João do Sul, Santa Catarina, Brasil";-29,22466;-49,8081784
"4560";4216503;"São Joaquim";"Santa Catarina";"São Joaquim, Santa Catarina, Brasil";-28,2924971;-49,9353254
"4561";4216602;"São José";"Santa Catarina";"São José, Santa Catarina, Brasil";-27,6162334;-48,6270135
"4562";4216701;"São José do Cedro";"Santa Catarina";"São José do Cedro, Santa Catarina, Brasil";-26,4555903;-53,4954784
"4563";4216800;"São José do Cerrito";"Santa Catarina";"São José do Cerrito, Santa Catarina, Brasil";-27,662704;-50,5791761
"4564";4216909;"São Lourenço do Oeste";"Santa Catarina";"São Lourenço do Oeste, Santa Catarina, Brasil";-26,3556599;-52,8498369
"4565";4217006;"São Ludgero";"Santa Catarina";"São Ludgero, Santa Catarina, Brasil";-28,3243831;-49,1748189
"4566";4217105;"São Martinho";"Santa Catarina";"São Martinho, Santa Catarina, Brasil";-28,4179619;-49,0348589
"4567";4217154;"São Miguel da Boa Vista";"Santa Catarina";"São Miguel da Boa Vista, Santa Catarina, Brasil";-26,6911324;-53,251896
"4568";4217204;"São Miguel do Oeste";"Santa Catarina";"São Miguel do Oeste, Santa Catarina, Brasil";-26,7242131;-53,5163384
"4569";4217253;"São Pedro de Alcântara";"Santa Catarina";"São Pedro de Alcântara, Santa Catarina, Brasil";-27,5672348;-48,8046484
"4570";4217303;"Saudades";"Santa Catarina";"Saudades, Santa Catarina, Brasil";-26,9260486;-53,0021449
"4571";4217402;"Schroeder";"Santa Catarina";"Schroeder, Santa Catarina, Brasil";-26,4115709;-49,0740409
"4572";4217501;"Seara";"Santa Catarina";"Seara, Santa Catarina, Brasil";-27,1582704;-52,3147543
"4573";4217550;"Serra Alta";"Santa Catarina";"Serra Alta, Santa Catarina, Brasil";-26,7291438;-53,0440667
"4574";4217600;"Siderópolis";"Santa Catarina";"Siderópolis, Santa Catarina, Brasil";-28,5975879;-49,4250006
"4575";4217709;"Sombrio";"Santa Catarina";"Sombrio, Santa Catarina, Brasil";-29,1079849;-49,6327759
"4576";4217758;"Sul Brasil";"Santa Catarina";"Sul Brasil, Santa Catarina, Brasil";-26,7378284;-52,9650447
"4577";4217808;"Taió";"Santa Catarina";"Taió, Santa Catarina, Brasil";-27,1167573;-50,0002158
"4578";4217907;"Tangará";"Santa Catarina";"Tangará, Santa Catarina, Brasil";-27,0995759;-51,2472529
"4579";4217956;"Tigrinhos";"Santa Catarina";"Tigrinhos, Santa Catarina, Brasil";-26,6872375;-53,1566408
"4580";4218004;"Tijucas";"Santa Catarina";"Tijucas, Santa Catarina, Brasil";-27,2394039;-48,6353695
"4581";4218103;"Timbé do Sul";"Santa Catarina";"Timbé do Sul, Santa Catarina, Brasil";-28,8300121;-49,8466055
"4582";4218202;"Timbó";"Santa Catarina";"Timbó, Santa Catarina, Brasil";-26,8282736;-49,2706409
"4583";4218251;"Timbó Grande";"Santa Catarina";"Timbó Grande, Santa Catarina, Brasil";-26,6170506;-50,6742578
"4584";4218301;"Três Barras";"Santa Catarina";"Três Barras, Santa Catarina, Brasil";-26,1617504;-48,8435473
"4585";4218350;"Treviso";"Santa Catarina";"Treviso, Santa Catarina, Brasil";-28,5199556;-49,4584316
"4586";4218400;"Treze de Maio";"Santa Catarina";"Treze de Maio, Santa Catarina, Brasil";-26,6502036;-49,0670646
"4587";4218509;"Treze Tílias";"Santa Catarina";"Treze Tílias, Santa Catarina, Brasil";-26,9996787;-51,4073066
"4588";4218608;"Trombudo Central";"Santa Catarina";"Trombudo Central, Santa Catarina, Brasil";-27,304098;-49,7931599
"4589";4218707;"Tubarão";"Santa Catarina";"Tubarão, Santa Catarina, Brasil";-28,4714879;-49,0141319
"4590";4218756;"Tunápolis";"Santa Catarina";"Tunápolis, Santa Catarina, Brasil";-26,9704215;-53,638726
"4591";4218806;"Turvo";"Santa Catarina";"Turvo, Santa Catarina, Brasil";-28,9277444;-49,6792205
"4592";4218855;"União do Oeste";"Santa Catarina";"União do Oeste, Santa Catarina, Brasil";-26,7642154;-52,8515984
"4593";4218905;"Urubici";"Santa Catarina";"Urubici, Santa Catarina, Brasil";-28,0156629;-49,5925469
"4594";4218954;"Urupema";"Santa Catarina";"Urupema, Santa Catarina, Brasil";-27,9557715;-49,8759569
"4595";4219002;"Urussanga";"Santa Catarina";"Urussanga, Santa Catarina, Brasil";-28,5220717;-49,3183677
"4596";4219101;"Vargeão";"Santa Catarina";"Vargeão, Santa Catarina, Brasil";-26,8612769;-52,1544965
"4597";4219150;"Vargem";"Santa Catarina";"Vargem, Santa Catarina, Brasil";-27,4909658;-50,9781095
"4598";4219176;"Vargem Bonita";"Santa Catarina";"Vargem Bonita, Santa Catarina, Brasil";-27,0054559;-51,7402379
"4599";4219200;"Vidal Ramos";"Santa Catarina";"Vidal Ramos, Santa Catarina, Brasil";-27,3908813;-49,3615663
"4600";4219309;"Videira";"Santa Catarina";"Videira, Santa Catarina, Brasil";-27,0054399;-51,1533732
"4601";4219358;"Vitor Meireles";"Santa Catarina";"Vitor Meireles, Santa Catarina, Brasil";-26,8781519;-49,8327869
"4602";4219408;"Witmarsum";"Santa Catarina";"Witmarsum, Santa Catarina, Brasil";-26,9274869;-49,7946749
"4603";4219507;"Xanxerê";"Santa Catarina";"Xanxerê, Santa Catarina, Brasil";-26,8746939;-52,4035789
"4604";4219606;"Xavantina";"Santa Catarina";"Xavantina, Santa Catarina, Brasil";-27,0713301;-52,3404799
"4605";4219705;"Xaxim";"Santa Catarina";"Xaxim, Santa Catarina, Brasil";-26,9606783;-52,5321716
"4606";4219853;"Zortéa";"Santa Catarina";"Zortéa, Santa Catarina, Brasil";-27,4534988;-51,5535572
"4607";4300034;"Aceguá";"Rio Grande do Sul";"Aceguá, Rio Grande do Sul, Brasil";-31,869513;-54,1615592
"4608";4300059;"Água Santa";"Rio Grande do Sul";"Água Santa, Rio Grande do Sul, Brasil";-28,1773799;-52,0352375
"4609";4300109;"Agudo";"Rio Grande do Sul";"Agudo, Rio Grande do Sul, Brasil";-29,6423258;-53,2494004
"4610";4300208;"Ajuricaba";"Rio Grande do Sul";"Ajuricaba, Rio Grande do Sul, Brasil";-28,2341699;-53,7756679
"4611";4300307;"Alecrim";"Rio Grande do Sul";"Alecrim, Rio Grande do Sul, Brasil";-27,6578559;-54,7648489
"4612";4300406;"Alegrete";"Rio Grande do Sul";"Alegrete, Rio Grande do Sul, Brasil";-29,7901659;-55,7948619
"4613";4300455;"Alegria";"Rio Grande do Sul";"Alegria, Rio Grande do Sul, Brasil";-27,8344669;-54,0557319
"4614";4300471;"Almirante Tamandaré do Sul";"Rio Grande do Sul";"Almirante Tamandaré do Sul, Rio Grande do Sul, Brasil";-28,1138526;-52,9134176
"4615";4300505;"Alpestre";"Rio Grande do Sul";"Alpestre, Rio Grande do Sul, Brasil";-27,2512338;-53,0349645
"4616";4300554;"Alto Alegre";"Rio Grande do Sul";"Alto Alegre, Rio Grande do Sul, Brasil";-30,5569991;-52,5211612
"4617";4300570;"Alto Feliz";"Rio Grande do Sul";"Alto Feliz, Rio Grande do Sul, Brasil";-29,3785942;-51,312375
"4618";4300604;"Alvorada";"Rio Grande do Sul";"Alvorada, Rio Grande do Sul, Brasil";-29,9985137;-51,0773685
"4619";4300638;"Amaral Ferrador";"Rio Grande do Sul";"Amaral Ferrador, Rio Grande do Sul, Brasil";-30,8755789;-52,2509509
"4620";4300646;"Ametista do Sul";"Rio Grande do Sul";"Ametista do Sul, Rio Grande do Sul, Brasil";-27,3616806;-53,1829913
"4621";4300661;"André da Rocha";"Rio Grande do Sul";"André da Rocha, Rio Grande do Sul, Brasil";-28,6282939;-51,5797289
"4622";4300703;"Anta Gorda";"Rio Grande do Sul";"Anta Gorda, Rio Grande do Sul, Brasil";-28,9697719;-52,0101909
"4623";4300802;"Antônio Prado";"Rio Grande do Sul";"Antônio Prado, Rio Grande do Sul, Brasil";-28,8544877;-51,2803768
"4624";4300851;"Arambaré";"Rio Grande do Sul";"Arambaré, Rio Grande do Sul, Brasil";-30,9132251;-51,4994624
"4625";4300877;"Araricá";"Rio Grande do Sul";"Araricá, Rio Grande do Sul, Brasil";-29,6168319;-50,9291279
"4626";4300901;"Aratiba";"Rio Grande do Sul";"Aratiba, Rio Grande do Sul, Brasil";-27,3951051;-52,3022347
"4627";4301008;"Arroio do Meio";"Rio Grande do Sul";"Arroio do Meio, Rio Grande do Sul, Brasil";-29,4020391;-51,9444992
"4628";4301073;"Arroio do Padre";"Rio Grande do Sul";"Arroio do Padre, Rio Grande do Sul, Brasil";-31,4428772;-52,4228984
"4629";4301057;"Arroio do Sal";"Rio Grande do Sul";"Arroio do Sal, Rio Grande do Sul, Brasil";-29,5463024;-49,8913458
"4630";4301206;"Arroio do Tigre";"Rio Grande do Sul";"Arroio do Tigre, Rio Grande do Sul, Brasil";-29,3341579;-53,087048
"4631";4301107;"Arroio dos Ratos";"Rio Grande do Sul";"Arroio dos Ratos, Rio Grande do Sul, Brasil";-30,0893849;-51,7270495
"4632";4301305;"Arroio Grande";"Rio Grande do Sul";"Arroio Grande, Rio Grande do Sul, Brasil";-32,2326569;-53,0861549
"4633";4301404;"Arvorezinha";"Rio Grande do Sul";"Arvorezinha, Rio Grande do Sul, Brasil";-28,8736899;-52,1780799
"4634";4301503;"Augusto Pestana";"Rio Grande do Sul";"Augusto Pestana, Rio Grande do Sul, Brasil";-28,5148412;-53,9906432
"4635";4301552;"Áurea";"Rio Grande do Sul";"Áurea, Rio Grande do Sul, Brasil";-27,697092;-52,0521777
"4636";4301602;"Bagé";"Rio Grande do Sul";"Bagé, Rio Grande do Sul, Brasil";-31,3287142;-54,1070633
"4637";4301636;"Balneário Pinhal";"Rio Grande do Sul";"Balneário Pinhal, Rio Grande do Sul, Brasil";-30,2482977;-50,2345849
"4638";4301651;"Barão";"Rio Grande do Sul";"Barão, Rio Grande do Sul, Brasil";-29,3724739;-51,4949079
"4639";4301701;"Barão de Cotegipe";"Rio Grande do Sul";"Barão de Cotegipe, Rio Grande do Sul, Brasil";-27,6207849;-52,3798199
"4640";4301750;"Barão do Triunfo";"Rio Grande do Sul";"Barão do Triunfo, Rio Grande do Sul, Brasil";-30,3909876;-51,7375348
"4641";4301859;"Barra do Guarita";"Rio Grande do Sul";"Barra do Guarita, Rio Grande do Sul, Brasil";-27,1884794;-53,7137885
"4642";4301875;"Barra do Quaraí";"Rio Grande do Sul";"Barra do Quaraí, Rio Grande do Sul, Brasil";-30,2085756;-57,5510077
"4643";4301909;"Barra do Ribeiro";"Rio Grande do Sul";"Barra do Ribeiro, Rio Grande do Sul, Brasil";-30,2930205;-51,3014369
"4644";4301925;"Barra do Rio Azul";"Rio Grande do Sul";"Barra do Rio Azul, Rio Grande do Sul, Brasil";-27,410158;-52,411747
"4645";4301958;"Barra Funda";"Rio Grande do Sul";"Barra Funda, Rio Grande do Sul, Brasil";-27,9230047;-53,0401044
"4646";4301800;"Barracão";"Rio Grande do Sul";"Barracão, Rio Grande do Sul, Brasil";-29,1647087;-51,4774939
"4647";4302006;"Barros Cassal";"Rio Grande do Sul";"Barros Cassal, Rio Grande do Sul, Brasil";-29,0946859;-52,5835709
"4648";4302055;"Benjamin Constant do Sul";"Rio Grande do Sul";"Benjamin Constant do Sul, Rio Grande do Sul, Brasil";-27,5105554;-52,6007688
"4649";4302105;"Bento Gonçalves";"Rio Grande do Sul";"Bento Gonçalves, Rio Grande do Sul, Brasil";-29,165417;-51,5209305
"4650";4302154;"Boa Vista das Missões";"Rio Grande do Sul";"Boa Vista das Missões, Rio Grande do Sul, Brasil";-27,6656887;-53,3119038
"4651";4302204;"Boa Vista do Buricá";"Rio Grande do Sul";"Boa Vista do Buricá, Rio Grande do Sul, Brasil";-27,6687781;-54,1111912
"4652";4302220;"Boa Vista do Cadeado";"Rio Grande do Sul";"Boa Vista do Cadeado, Rio Grande do Sul, Brasil";-28,5786429;-53,8117439
"4653";4302238;"Boa Vista do Incra";"Rio Grande do Sul";"Boa Vista do Incra, Rio Grande do Sul, Brasil";-28,8194729;-53,3868431
"4654";4302253;"Boa Vista do Sul";"Rio Grande do Sul";"Boa Vista do Sul, Rio Grande do Sul, Brasil";-29,3544059;-51,6687249
"4655";4302303;"Bom Jesus";"Rio Grande do Sul";"Bom Jesus, Rio Grande do Sul, Brasil";-28,6692722;-50,4346893
"4656";4302352;"Bom Princípio";"Rio Grande do Sul";"Bom Princípio, Rio Grande do Sul, Brasil";-28,5465519;-54,0863169
"4657";4302378;"Bom Progresso";"Rio Grande do Sul";"Bom Progresso, Rio Grande do Sul, Brasil";-27,5497597;-53,8660154
"4658";4302402;"Bom Retiro do Sul";"Rio Grande do Sul";"Bom Retiro do Sul, Rio Grande do Sul, Brasil";-29,6076312;-51,9429623
"4659";4302451;"Boqueirão do Leão";"Rio Grande do Sul";"Boqueirão do Leão, Rio Grande do Sul, Brasil";-29,3033199;-52,4296816
"4660";4302501;"Bossoroca";"Rio Grande do Sul";"Bossoroca, Rio Grande do Sul, Brasil";-28,7278884;-54,9120277
"4661";4302584;"Bozano";"Rio Grande do Sul";"Bozano, Rio Grande do Sul, Brasil";-28,3671189;-53,7708847
"4662";4302600;"Braga";"Rio Grande do Sul";"Braga, Rio Grande do Sul, Brasil";-27,6173479;-53,7405139
"4663";4302659;"Brochier";"Rio Grande do Sul";"Brochier, Rio Grande do Sul, Brasil";-29,5536417;-51,5963153
"4664";4302709;"Butiá";"Rio Grande do Sul";"Butiá, Rio Grande do Sul, Brasil";-30,1256794;-51,9692223
"4665";4302808;"Caçapava do Sul";"Rio Grande do Sul";"Caçapava do Sul, Rio Grande do Sul, Brasil";-30,5113285;-53,491676
"4666";4302907;"Cacequi";"Rio Grande do Sul";"Cacequi, Rio Grande do Sul, Brasil";-29,8861245;-54,8236346
"4667";4303004;"Cachoeira do Sul";"Rio Grande do Sul";"Cachoeira do Sul, Rio Grande do Sul, Brasil";-30,0403063;-52,8917454
"4668";4303103;"Cachoeirinha";"Rio Grande do Sul";"Cachoeirinha, Rio Grande do Sul, Brasil";-29,9470632;-51,1035648
"4669";4303202;"Cacique Doble";"Rio Grande do Sul";"Cacique Doble, Rio Grande do Sul, Brasil";-27,7697697;-51,6616742
"4670";4303301;"Caibaté";"Rio Grande do Sul";"Caibaté, Rio Grande do Sul, Brasil";-28,2904749;-54,6454069
"4671";4303400;"Caiçara";"Rio Grande do Sul";"Caiçara, Rio Grande do Sul, Brasil";-27,2750477;-53,4310052
"4672";4303509;"Camaquã";"Rio Grande do Sul";"Camaquã, Rio Grande do Sul, Brasil";-30,8524751;-51,8075618
"4673";4303558;"Camargo";"Rio Grande do Sul";"Camargo, Rio Grande do Sul, Brasil";-28,5879789;-52,2002629
"4674";4303608;"Cambará do Sul";"Rio Grande do Sul";"Cambará do Sul, Rio Grande do Sul, Brasil";-29,0489516;-50,1454119
"4675";4303673;"Campestre da Serra";"Rio Grande do Sul";"Campestre da Serra, Rio Grande do Sul, Brasil";-28,7947347;-51,0962509
"4676";4303707;"Campina das Missões";"Rio Grande do Sul";"Campina das Missões, Rio Grande do Sul, Brasil";-27,9888329;-54,8416479
"4677";4303806;"Campinas do Sul";"Rio Grande do Sul";"Campinas do Sul, Rio Grande do Sul, Brasil";-27,717721;-52,6246566
"4678";4303905;"Campo Bom";"Rio Grande do Sul";"Campo Bom, Rio Grande do Sul, Brasil";-29,6746939;-51,0606009
"4679";4304002;"Campo Novo";"Rio Grande do Sul";"Campo Novo, Rio Grande do Sul, Brasil";-27,6791999;-53,8052089
"4680";4304101;"Campos Borges";"Rio Grande do Sul";"Campos Borges, Rio Grande do Sul, Brasil";-28,8858647;-52,999838
"4681";4304200;"Candelária";"Rio Grande do Sul";"Candelária, Rio Grande do Sul, Brasil";-29,6683909;-52,7894949
"4682";4304309;"Cândido Godói";"Rio Grande do Sul";"Cândido Godói, Rio Grande do Sul, Brasil";-27,9515089;-54,7517219
"4683";4304358;"Candiota";"Rio Grande do Sul";"Candiota, Rio Grande do Sul, Brasil";-31,5451893;-53,7195379
"4684";4304408;"Canela";"Rio Grande do Sul";"Canela, Rio Grande do Sul, Brasil";-29,3559929;-50,8119209
"4685";4304507;"Canguçu";"Rio Grande do Sul";"Canguçu, Rio Grande do Sul, Brasil";-31,3982511;-52,6773888
"4686";4304606;"Canoas";"Rio Grande do Sul";"Canoas, Rio Grande do Sul, Brasil";-29,9183027;-51,1779215
"4687";4304614;"Canudos do Vale";"Rio Grande do Sul";"Canudos do Vale, Rio Grande do Sul, Brasil";-29,323125;-52,2357291
"4688";4304622;"Capão Bonito do Sul";"Rio Grande do Sul";"Capão Bonito do Sul, Rio Grande do Sul, Brasil";-28,128794;-51,3937709
"4689";4304630;"Capão da Canoa";"Rio Grande do Sul";"Capão da Canoa, Rio Grande do Sul, Brasil";-29,7542936;-50,0215683
"4690";4304655;"Capão do Cipó";"Rio Grande do Sul";"Capão do Cipó, Rio Grande do Sul, Brasil";-28,9317295;-54,5555782
"4691";4304663;"Capão do Leão";"Rio Grande do Sul";"Capão do Leão, Rio Grande do Sul, Brasil";-31,7648609;-52,4996072
"4692";4304689;"Capela de Santana";"Rio Grande do Sul";"Capela de Santana, Rio Grande do Sul, Brasil";-29,6932276;-51,3214737
"4693";4304697;"Capitão";"Rio Grande do Sul";"Capitão, Rio Grande do Sul, Brasil";-29,2673859;-51,9852799
"4694";4304671;"Capivari do Sul";"Rio Grande do Sul";"Capivari do Sul, Rio Grande do Sul, Brasil";-30,1437604;-50,5129168
"4695";4304713;"Caraá";"Rio Grande do Sul";"Caraá, Rio Grande do Sul, Brasil";-29,7900697;-50,4302306
"4696";4304705;"Carazinho";"Rio Grande do Sul";"Carazinho, Rio Grande do Sul, Brasil";-28,2981633;-52,7942362
"4697";4304804;"Carlos Barbosa";"Rio Grande do Sul";"Carlos Barbosa, Rio Grande do Sul, Brasil";-29,2980871;-51,5004444
"4698";4304853;"Carlos Gomes";"Rio Grande do Sul";"Carlos Gomes, Rio Grande do Sul, Brasil";-27,7161092;-51,9135612
"4699";4304903;"Casca";"Rio Grande do Sul";"Casca, Rio Grande do Sul, Brasil";-28,563308;-51,9754277
"4700";4304952;"Caseiros";"Rio Grande do Sul";"Caseiros, Rio Grande do Sul, Brasil";-28,272108;-51,6872073
"4701";4305009;"Catuípe";"Rio Grande do Sul";"Catuípe, Rio Grande do Sul, Brasil";-28,2553559;-54,0132149
"4702";4305108;"Caxias do Sul";"Rio Grande do Sul";"Caxias do Sul, Rio Grande do Sul, Brasil";-29,1684795;-51,179386
"4703";4305116;"Centenário";"Rio Grande do Sul";"Centenário, Rio Grande do Sul, Brasil";-29,1328155;-51,1734042
"4704";4305124;"Cerrito";"Rio Grande do Sul";"Cerrito, Rio Grande do Sul, Brasil";-29,7072681;-53,7867232
"4705";4305132;"Cerro Branco";"Rio Grande do Sul";"Cerro Branco, Rio Grande do Sul, Brasil";-30,8678379;-53,9522909
"4706";4305157;"Cerro Grande";"Rio Grande do Sul";"Cerro Grande, Rio Grande do Sul, Brasil";-27,6106098;-53,1672388
"4707";4305173;"Cerro Grande do Sul";"Rio Grande do Sul";"Cerro Grande do Sul, Rio Grande do Sul, Brasil";-30,5962745;-51,7516542
"4708";4305207;"Cerro Largo";"Rio Grande do Sul";"Cerro Largo, Rio Grande do Sul, Brasil";-28,1462509;-54,7427909
"4709";4305306;"Chapada";"Rio Grande do Sul";"Chapada, Rio Grande do Sul, Brasil";-28,059791;-53,0674648
"4710";4305355;"Charqueadas";"Rio Grande do Sul";"Charqueadas, Rio Grande do Sul, Brasil";-29,1889715;-51,2216835279934
"4711";4305371;"Charrua";"Rio Grande do Sul";"Charrua, Rio Grande do Sul, Brasil";-27,9536917;-52,0321332
"4712";4305405;"Chiapetta";"Rio Grande do Sul";"Chiapetta, Rio Grande do Sul, Brasil";-27,9231619;-53,9419051
"4713";4305439;"Chuí";"Rio Grande do Sul";"Chuí, Rio Grande do Sul, Brasil";-33,6899549;-53,4555305
"4714";4305447;"Chuvisca";"Rio Grande do Sul";"Chuvisca, Rio Grande do Sul, Brasil";-30,7557983;-51,9784927
"4715";4305454;"Cidreira";"Rio Grande do Sul";"Cidreira, Rio Grande do Sul, Brasil";-30,1603859;-50,2337469
"4716";4305504;"Ciríaco";"Rio Grande do Sul";"Ciríaco, Rio Grande do Sul, Brasil";-28,3429138;-51,8763681
"4717";4305587;"Colinas";"Rio Grande do Sul";"Colinas, Rio Grande do Sul, Brasil";-29,3814979;-51,8525819
"4718";4305603;"Colorado";"Rio Grande do Sul";"Colorado, Rio Grande do Sul, Brasil";-28,5258419;-52,9928199
"4719";4305702;"Condor";"Rio Grande do Sul";"Condor, Rio Grande do Sul, Brasil";-28,2058276;-53,4844695
"4720";4305801;"Constantina";"Rio Grande do Sul";"Constantina, Rio Grande do Sul, Brasil";-27,733171;-52,992956
"4721";4305835;"Coqueiro Baixo";"Rio Grande do Sul";"Coqueiro Baixo, Rio Grande do Sul, Brasil";-29,1815659;-52,0970339
"4722";4305850;"Coqueiros do Sul";"Rio Grande do Sul";"Coqueiros do Sul, Rio Grande do Sul, Brasil";-28,1187614;-52,7823487
"4723";4305871;"Coronel Barros";"Rio Grande do Sul";"Coronel Barros, Rio Grande do Sul, Brasil";-28,3921479;-54,0686209
"4724";4305900;"Coronel Bicaco";"Rio Grande do Sul";"Coronel Bicaco, Rio Grande do Sul, Brasil";-27,7174001;-53,7058209
"4725";4305934;"Coronel Pilar";"Rio Grande do Sul";"Coronel Pilar, Rio Grande do Sul, Brasil";-29,2718008;-51,6853945
"4726";4305959;"Cotiporã";"Rio Grande do Sul";"Cotiporã, Rio Grande do Sul, Brasil";-28,9891059;-51,6970669
"4727";4305975;"Coxilha";"Rio Grande do Sul";"Coxilha, Rio Grande do Sul, Brasil";-28,1254441;-52,2979902
"4728";4306007;"Crissiumal";"Rio Grande do Sul";"Crissiumal, Rio Grande do Sul, Brasil";-27,4982241;-54,1024642
"4729";4306056;"Cristal";"Rio Grande do Sul";"Cristal, Rio Grande do Sul, Brasil";-31,0016599;-52,0491776
"4730";4306072;"Cristal do Sul";"Rio Grande do Sul";"Cristal do Sul, Rio Grande do Sul, Brasil";-27,4543859;-53,2482973
"4731";4306106;"Cruz Alta";"Rio Grande do Sul";"Cruz Alta, Rio Grande do Sul, Brasil";-28,6450009;-53,6048309
"4732";4306130;"Cruzaltense";"Rio Grande do Sul";"Cruzaltense, Rio Grande do Sul, Brasil";-27,6672613;-52,6480288
"4733";4306205;"Cruzeiro do Sul";"Rio Grande do Sul";"Cruzeiro do Sul, Rio Grande do Sul, Brasil";-28,7144899;-54,5682119
"4734";4306304;"David Canabarro";"Rio Grande do Sul";"David Canabarro, Rio Grande do Sul, Brasil";-28,3878666;-51,8472644
"4735";4306320;"Derrubadas";"Rio Grande do Sul";"Derrubadas, Rio Grande do Sul, Brasil";-27,2651651;-53,8631576
"4736";4306353;"Dezesseis de Novembro";"Rio Grande do Sul";"Dezesseis de Novembro, Rio Grande do Sul, Brasil";-28,2248992;-55,0480473
"4737";4306379;"Dilermando de Aguiar";"Rio Grande do Sul";"Dilermando de Aguiar, Rio Grande do Sul, Brasil";-29,7049965;-54,2078987
"4738";4306403;"Dois Irmãos";"Rio Grande do Sul";"Dois Irmãos, Rio Grande do Sul, Brasil";-29,272129;-53,3185447
"4739";4306429;"Dois Irmãos das Missões";"Rio Grande do Sul";"Dois Irmãos das Missões, Rio Grande do Sul, Brasil";-27,6598824;-53,533089
"4740";4306452;"Dois Lajeados";"Rio Grande do Sul";"Dois Lajeados, Rio Grande do Sul, Brasil";-28,9830059;-51,8395839
"4741";4306502;"Dom Feliciano";"Rio Grande do Sul";"Dom Feliciano, Rio Grande do Sul, Brasil";-29,7628399;-50,7657299
