codmun;nome;uf;string
4217303;Saudades;Santa Catarina;Saudades, Santa Catarina, Brasil
4217402;Schroeder;Santa Catarina;Schroeder, Santa Catarina, Brasil
4217501;Seara;Santa Catarina;Seara, Santa Catarina, Brasil
4217550;Serra Alta;Santa Catarina;Serra Alta, Santa Catarina, Brasil
4217600;Siderópolis;Santa Catarina;Siderópolis, Santa Catarina, Brasil
4217709;Sombrio;Santa Catarina;Sombrio, Santa Catarina, Brasil
4217758;Sul Brasil;Santa Catarina;Sul Brasil, Santa Catarina, Brasil
4217808;Taió;Santa Catarina;Taió, Santa Catarina, Brasil
4217907;Tangará;Santa Catarina;Tangará, Santa Catarina, Brasil
4217956;Tigrinhos;Santa Catarina;Tigrinhos, Santa Catarina, Brasil
4218004;Tijucas;Santa Catarina;Tijucas, Santa Catarina, Brasil
4218103;Timbé do Sul;Santa Catarina;Timbé do Sul, Santa Catarina, Brasil
4218202;Timbó;Santa Catarina;Timbó, Santa Catarina, Brasil
4218251;Timbó Grande;Santa Catarina;Timbó Grande, Santa Catarina, Brasil
4218301;Três Barras;Santa Catarina;Três Barras, Santa Catarina, Brasil
4218350;Treviso;Santa Catarina;Treviso, Santa Catarina, Brasil
4218400;Treze de Maio;Santa Catarina;Treze de Maio, Santa Catarina, Brasil
4218509;Treze Tílias;Santa Catarina;Treze Tílias, Santa Catarina, Brasil
4218608;Trombudo Central;Santa Catarina;Trombudo Central, Santa Catarina, Brasil
4218707;Tubarão;Santa Catarina;Tubarão, Santa Catarina, Brasil
4218756;Tunápolis;Santa Catarina;Tunápolis, Santa Catarina, Brasil
4218806;Turvo;Santa Catarina;Turvo, Santa Catarina, Brasil
4218855;União do Oeste;Santa Catarina;União do Oeste, Santa Catarina, Brasil
4218905;Urubici;Santa Catarina;Urubici, Santa Catarina, Brasil
4218954;Urupema;Santa Catarina;Urupema, Santa Catarina, Brasil
4219002;Urussanga;Santa Catarina;Urussanga, Santa Catarina, Brasil
4219101;Vargeão;Santa Catarina;Vargeão, Santa Catarina, Brasil
4219150;Vargem;Santa Catarina;Vargem, Santa Catarina, Brasil
4219176;Vargem Bonita;Santa Catarina;Vargem Bonita, Santa Catarina, Brasil
4219200;Vidal Ramos;Santa Catarina;Vidal Ramos, Santa Catarina, Brasil
4219309;Videira;Santa Catarina;Videira, Santa Catarina, Brasil
4219358;Vitor Meireles;Santa Catarina;Vitor Meireles, Santa Catarina, Brasil
4219408;Witmarsum;Santa Catarina;Witmarsum, Santa Catarina, Brasil
4219507;Xanxerê;Santa Catarina;Xanxerê, Santa Catarina, Brasil
4219606;Xavantina;Santa Catarina;Xavantina, Santa Catarina, Brasil
4219705;Xaxim;Santa Catarina;Xaxim, Santa Catarina, Brasil
4219853;Zortéa;Santa Catarina;Zortéa, Santa Catarina, Brasil
4300034;Aceguá;Rio Grande do Sul;Aceguá, Rio Grande do Sul, Brasil
4300059;Água Santa;Rio Grande do Sul;Água Santa, Rio Grande do Sul, Brasil
4300109;Agudo;Rio Grande do Sul;Agudo, Rio Grande do Sul, Brasil
4300208;Ajuricaba;Rio Grande do Sul;Ajuricaba, Rio Grande do Sul, Brasil
4300307;Alecrim;Rio Grande do Sul;Alecrim, Rio Grande do Sul, Brasil
4300406;Alegrete;Rio Grande do Sul;Alegrete, Rio Grande do Sul, Brasil
4300455;Alegria;Rio Grande do Sul;Alegria, Rio Grande do Sul, Brasil
4300471;Almirante Tamandaré do Sul;Rio Grande do Sul;Almirante Tamandaré do Sul, Rio Grande do Sul, Brasil
4300505;Alpestre;Rio Grande do Sul;Alpestre, Rio Grande do Sul, Brasil
4300554;Alto Alegre;Rio Grande do Sul;Alto Alegre, Rio Grande do Sul, Brasil
4300570;Alto Feliz;Rio Grande do Sul;Alto Feliz, Rio Grande do Sul, Brasil
4300604;Alvorada;Rio Grande do Sul;Alvorada, Rio Grande do Sul, Brasil
4300638;Amaral Ferrador;Rio Grande do Sul;Amaral Ferrador, Rio Grande do Sul, Brasil
4300646;Ametista do Sul;Rio Grande do Sul;Ametista do Sul, Rio Grande do Sul, Brasil
4300661;André da Rocha;Rio Grande do Sul;André da Rocha, Rio Grande do Sul, Brasil
4300703;Anta Gorda;Rio Grande do Sul;Anta Gorda, Rio Grande do Sul, Brasil
4300802;Antônio Prado;Rio Grande do Sul;Antônio Prado, Rio Grande do Sul, Brasil
4300851;Arambaré;Rio Grande do Sul;Arambaré, Rio Grande do Sul, Brasil
4300877;Araricá;Rio Grande do Sul;Araricá, Rio Grande do Sul, Brasil
4300901;Aratiba;Rio Grande do Sul;Aratiba, Rio Grande do Sul, Brasil
4301008;Arroio do Meio;Rio Grande do Sul;Arroio do Meio, Rio Grande do Sul, Brasil
4301073;Arroio do Padre;Rio Grande do Sul;Arroio do Padre, Rio Grande do Sul, Brasil
4301057;Arroio do Sal;Rio Grande do Sul;Arroio do Sal, Rio Grande do Sul, Brasil
4301206;Arroio do Tigre;Rio Grande do Sul;Arroio do Tigre, Rio Grande do Sul, Brasil
4301107;Arroio dos Ratos;Rio Grande do Sul;Arroio dos Ratos, Rio Grande do Sul, Brasil
4301305;Arroio Grande;Rio Grande do Sul;Arroio Grande, Rio Grande do Sul, Brasil
4301404;Arvorezinha;Rio Grande do Sul;Arvorezinha, Rio Grande do Sul, Brasil
4301503;Augusto Pestana;Rio Grande do Sul;Augusto Pestana, Rio Grande do Sul, Brasil
4301552;Áurea;Rio Grande do Sul;Áurea, Rio Grande do Sul, Brasil
4301602;Bagé;Rio Grande do Sul;Bagé, Rio Grande do Sul, Brasil
4301636;Balneário Pinhal;Rio Grande do Sul;Balneário Pinhal, Rio Grande do Sul, Brasil
4301651;Barão;Rio Grande do Sul;Barão, Rio Grande do Sul, Brasil
4301701;Barão de Cotegipe;Rio Grande do Sul;Barão de Cotegipe, Rio Grande do Sul, Brasil
4301750;Barão do Triunfo;Rio Grande do Sul;Barão do Triunfo, Rio Grande do Sul, Brasil
4301859;Barra do Guarita;Rio Grande do Sul;Barra do Guarita, Rio Grande do Sul, Brasil
4301875;Barra do Quaraí;Rio Grande do Sul;Barra do Quaraí, Rio Grande do Sul, Brasil
4301909;Barra do Ribeiro;Rio Grande do Sul;Barra do Ribeiro, Rio Grande do Sul, Brasil
4301925;Barra do Rio Azul;Rio Grande do Sul;Barra do Rio Azul, Rio Grande do Sul, Brasil
4301958;Barra Funda;Rio Grande do Sul;Barra Funda, Rio Grande do Sul, Brasil
4301800;Barracão;Rio Grande do Sul;Barracão, Rio Grande do Sul, Brasil
4302006;Barros Cassal;Rio Grande do Sul;Barros Cassal, Rio Grande do Sul, Brasil
4302055;Benjamin Constant do Sul;Rio Grande do Sul;Benjamin Constant do Sul, Rio Grande do Sul, Brasil
4302105;Bento Gonçalves;Rio Grande do Sul;Bento Gonçalves, Rio Grande do Sul, Brasil
4302154;Boa Vista das Missões;Rio Grande do Sul;Boa Vista das Missões, Rio Grande do Sul, Brasil
4302204;Boa Vista do Buricá;Rio Grande do Sul;Boa Vista do Buricá, Rio Grande do Sul, Brasil
4302220;Boa Vista do Cadeado;Rio Grande do Sul;Boa Vista do Cadeado, Rio Grande do Sul, Brasil
4302238;Boa Vista do Incra;Rio Grande do Sul;Boa Vista do Incra, Rio Grande do Sul, Brasil
4302253;Boa Vista do Sul;Rio Grande do Sul;Boa Vista do Sul, Rio Grande do Sul, Brasil
4302303;Bom Jesus;Rio Grande do Sul;Bom Jesus, Rio Grande do Sul, Brasil
4302352;Bom Princípio;Rio Grande do Sul;Bom Princípio, Rio Grande do Sul, Brasil
4302378;Bom Progresso;Rio Grande do Sul;Bom Progresso, Rio Grande do Sul, Brasil
4302402;Bom Retiro do Sul;Rio Grande do Sul;Bom Retiro do Sul, Rio Grande do Sul, Brasil
4302451;Boqueirão do Leão;Rio Grande do Sul;Boqueirão do Leão, Rio Grande do Sul, Brasil
4302501;Bossoroca;Rio Grande do Sul;Bossoroca, Rio Grande do Sul, Brasil
4302584;Bozano;Rio Grande do Sul;Bozano, Rio Grande do Sul, Brasil
4302600;Braga;Rio Grande do Sul;Braga, Rio Grande do Sul, Brasil
4302659;Brochier;Rio Grande do Sul;Brochier, Rio Grande do Sul, Brasil
4302709;Butiá;Rio Grande do Sul;Butiá, Rio Grande do Sul, Brasil
4302808;Caçapava do Sul;Rio Grande do Sul;Caçapava do Sul, Rio Grande do Sul, Brasil
4302907;Cacequi;Rio Grande do Sul;Cacequi, Rio Grande do Sul, Brasil
4303004;Cachoeira do Sul;Rio Grande do Sul;Cachoeira do Sul, Rio Grande do Sul, Brasil
4303103;Cachoeirinha;Rio Grande do Sul;Cachoeirinha, Rio Grande do Sul, Brasil
4303202;Cacique Doble;Rio Grande do Sul;Cacique Doble, Rio Grande do Sul, Brasil
4303301;Caibaté;Rio Grande do Sul;Caibaté, Rio Grande do Sul, Brasil
4303400;Caiçara;Rio Grande do Sul;Caiçara, Rio Grande do Sul, Brasil
4303509;Camaquã;Rio Grande do Sul;Camaquã, Rio Grande do Sul, Brasil
4303558;Camargo;Rio Grande do Sul;Camargo, Rio Grande do Sul, Brasil
4303608;Cambará do Sul;Rio Grande do Sul;Cambará do Sul, Rio Grande do Sul, Brasil
4303673;Campestre da Serra;Rio Grande do Sul;Campestre da Serra, Rio Grande do Sul, Brasil
4303707;Campina das Missões;Rio Grande do Sul;Campina das Missões, Rio Grande do Sul, Brasil
4303806;Campinas do Sul;Rio Grande do Sul;Campinas do Sul, Rio Grande do Sul, Brasil
4303905;Campo Bom;Rio Grande do Sul;Campo Bom, Rio Grande do Sul, Brasil
4304002;Campo Novo;Rio Grande do Sul;Campo Novo, Rio Grande do Sul, Brasil
4304101;Campos Borges;Rio Grande do Sul;Campos Borges, Rio Grande do Sul, Brasil
4304200;Candelária;Rio Grande do Sul;Candelária, Rio Grande do Sul, Brasil
4304309;Cândido Godói;Rio Grande do Sul;Cândido Godói, Rio Grande do Sul, Brasil
4304358;Candiota;Rio Grande do Sul;Candiota, Rio Grande do Sul, Brasil
4304408;Canela;Rio Grande do Sul;Canela, Rio Grande do Sul, Brasil
4304507;Canguçu;Rio Grande do Sul;Canguçu, Rio Grande do Sul, Brasil
4304606;Canoas;Rio Grande do Sul;Canoas, Rio Grande do Sul, Brasil
4304614;Canudos do Vale;Rio Grande do Sul;Canudos do Vale, Rio Grande do Sul, Brasil
4304622;Capão Bonito do Sul;Rio Grande do Sul;Capão Bonito do Sul, Rio Grande do Sul, Brasil
4304630;Capão da Canoa;Rio Grande do Sul;Capão da Canoa, Rio Grande do Sul, Brasil
4304655;Capão do Cipó;Rio Grande do Sul;Capão do Cipó, Rio Grande do Sul, Brasil
4304663;Capão do Leão;Rio Grande do Sul;Capão do Leão, Rio Grande do Sul, Brasil
4304689;Capela de Santana;Rio Grande do Sul;Capela de Santana, Rio Grande do Sul, Brasil
4304697;Capitão;Rio Grande do Sul;Capitão, Rio Grande do Sul, Brasil
4304671;Capivari do Sul;Rio Grande do Sul;Capivari do Sul, Rio Grande do Sul, Brasil
4304713;Caraá;Rio Grande do Sul;Caraá, Rio Grande do Sul, Brasil
4304705;Carazinho;Rio Grande do Sul;Carazinho, Rio Grande do Sul, Brasil
4304804;Carlos Barbosa;Rio Grande do Sul;Carlos Barbosa, Rio Grande do Sul, Brasil
4304853;Carlos Gomes;Rio Grande do Sul;Carlos Gomes, Rio Grande do Sul, Brasil
4304903;Casca;Rio Grande do Sul;Casca, Rio Grande do Sul, Brasil
4304952;Caseiros;Rio Grande do Sul;Caseiros, Rio Grande do Sul, Brasil
4305009;Catuípe;Rio Grande do Sul;Catuípe, Rio Grande do Sul, Brasil
4305108;Caxias do Sul;Rio Grande do Sul;Caxias do Sul, Rio Grande do Sul, Brasil
4305116;Centenário;Rio Grande do Sul;Centenário, Rio Grande do Sul, Brasil
4305124;Cerrito;Rio Grande do Sul;Cerrito, Rio Grande do Sul, Brasil
4305132;Cerro Branco;Rio Grande do Sul;Cerro Branco, Rio Grande do Sul, Brasil
4305157;Cerro Grande;Rio Grande do Sul;Cerro Grande, Rio Grande do Sul, Brasil
4305173;Cerro Grande do Sul;Rio Grande do Sul;Cerro Grande do Sul, Rio Grande do Sul, Brasil
4305207;Cerro Largo;Rio Grande do Sul;Cerro Largo, Rio Grande do Sul, Brasil
4305306;Chapada;Rio Grande do Sul;Chapada, Rio Grande do Sul, Brasil
4305355;Charqueadas;Rio Grande do Sul;Charqueadas, Rio Grande do Sul, Brasil
4305371;Charrua;Rio Grande do Sul;Charrua, Rio Grande do Sul, Brasil
4305405;Chiapetta;Rio Grande do Sul;Chiapetta, Rio Grande do Sul, Brasil
4305439;Chuí;Rio Grande do Sul;Chuí, Rio Grande do Sul, Brasil
4305447;Chuvisca;Rio Grande do Sul;Chuvisca, Rio Grande do Sul, Brasil
4305454;Cidreira;Rio Grande do Sul;Cidreira, Rio Grande do Sul, Brasil
4305504;Ciríaco;Rio Grande do Sul;Ciríaco, Rio Grande do Sul, Brasil
4305587;Colinas;Rio Grande do Sul;Colinas, Rio Grande do Sul, Brasil
4305603;Colorado;Rio Grande do Sul;Colorado, Rio Grande do Sul, Brasil
4305702;Condor;Rio Grande do Sul;Condor, Rio Grande do Sul, Brasil
4305801;Constantina;Rio Grande do Sul;Constantina, Rio Grande do Sul, Brasil
4305835;Coqueiro Baixo;Rio Grande do Sul;Coqueiro Baixo, Rio Grande do Sul, Brasil
4305850;Coqueiros do Sul;Rio Grande do Sul;Coqueiros do Sul, Rio Grande do Sul, Brasil
4305871;Coronel Barros;Rio Grande do Sul;Coronel Barros, Rio Grande do Sul, Brasil
4305900;Coronel Bicaco;Rio Grande do Sul;Coronel Bicaco, Rio Grande do Sul, Brasil
4305934;Coronel Pilar;Rio Grande do Sul;Coronel Pilar, Rio Grande do Sul, Brasil
4305959;Cotiporã;Rio Grande do Sul;Cotiporã, Rio Grande do Sul, Brasil
4305975;Coxilha;Rio Grande do Sul;Coxilha, Rio Grande do Sul, Brasil
4306007;Crissiumal;Rio Grande do Sul;Crissiumal, Rio Grande do Sul, Brasil
4306056;Cristal;Rio Grande do Sul;Cristal, Rio Grande do Sul, Brasil
4306072;Cristal do Sul;Rio Grande do Sul;Cristal do Sul, Rio Grande do Sul, Brasil
4306106;Cruz Alta;Rio Grande do Sul;Cruz Alta, Rio Grande do Sul, Brasil
4306130;Cruzaltense;Rio Grande do Sul;Cruzaltense, Rio Grande do Sul, Brasil
4306205;Cruzeiro do Sul;Rio Grande do Sul;Cruzeiro do Sul, Rio Grande do Sul, Brasil
4306304;David Canabarro;Rio Grande do Sul;David Canabarro, Rio Grande do Sul, Brasil
4306320;Derrubadas;Rio Grande do Sul;Derrubadas, Rio Grande do Sul, Brasil
4306353;Dezesseis de Novembro;Rio Grande do Sul;Dezesseis de Novembro, Rio Grande do Sul, Brasil
4306379;Dilermando de Aguiar;Rio Grande do Sul;Dilermando de Aguiar, Rio Grande do Sul, Brasil
4306403;Dois Irmãos;Rio Grande do Sul;Dois Irmãos, Rio Grande do Sul, Brasil
4306429;Dois Irmãos das Missões;Rio Grande do Sul;Dois Irmãos das Missões, Rio Grande do Sul, Brasil
4306452;Dois Lajeados;Rio Grande do Sul;Dois Lajeados, Rio Grande do Sul, Brasil
4306502;Dom Feliciano;Rio Grande do Sul;Dom Feliciano, Rio Grande do Sul, Brasil
4306601;Dom Pedrito;Rio Grande do Sul;Dom Pedrito, Rio Grande do Sul, Brasil
4306551;Dom Pedro de Alcântara;Rio Grande do Sul;Dom Pedro de Alcântara, Rio Grande do Sul, Brasil
4306700;Dona Francisca;Rio Grande do Sul;Dona Francisca, Rio Grande do Sul, Brasil
4306734;Doutor Maurício Cardoso;Rio Grande do Sul;Doutor Maurício Cardoso, Rio Grande do Sul, Brasil
4306759;Doutor Ricardo;Rio Grande do Sul;Doutor Ricardo, Rio Grande do Sul, Brasil
4306767;Eldorado do Sul;Rio Grande do Sul;Eldorado do Sul, Rio Grande do Sul, Brasil
4306809;Encantado;Rio Grande do Sul;Encantado, Rio Grande do Sul, Brasil
4306908;Encruzilhada do Sul;Rio Grande do Sul;Encruzilhada do Sul, Rio Grande do Sul, Brasil
4306924;Engenho Velho;Rio Grande do Sul;Engenho Velho, Rio Grande do Sul, Brasil
4306957;Entre Rios do Sul;Rio Grande do Sul;Entre Rios do Sul, Rio Grande do Sul, Brasil
4306932;Entre-Ijuís;Rio Grande do Sul;Entre-Ijuís, Rio Grande do Sul, Brasil
4306973;Erebango;Rio Grande do Sul;Erebango, Rio Grande do Sul, Brasil
4307005;Erechim;Rio Grande do Sul;Erechim, Rio Grande do Sul, Brasil
4307054;Ernestina;Rio Grande do Sul;Ernestina, Rio Grande do Sul, Brasil
4307203;Erval Grande;Rio Grande do Sul;Erval Grande, Rio Grande do Sul, Brasil
4307302;Erval Seco;Rio Grande do Sul;Erval Seco, Rio Grande do Sul, Brasil
4307401;Esmeralda;Rio Grande do Sul;Esmeralda, Rio Grande do Sul, Brasil
4307450;Esperança do Sul;Rio Grande do Sul;Esperança do Sul, Rio Grande do Sul, Brasil
4307500;Espumoso;Rio Grande do Sul;Espumoso, Rio Grande do Sul, Brasil
4307559;Estação;Rio Grande do Sul;Estação, Rio Grande do Sul, Brasil
4307609;Estância Velha;Rio Grande do Sul;Estância Velha, Rio Grande do Sul, Brasil
4307708;Esteio;Rio Grande do Sul;Esteio, Rio Grande do Sul, Brasil
4307807;Estrela;Rio Grande do Sul;Estrela, Rio Grande do Sul, Brasil
4307815;Estrela Velha;Rio Grande do Sul;Estrela Velha, Rio Grande do Sul, Brasil
4307831;Eugênio de Castro;Rio Grande do Sul;Eugênio de Castro, Rio Grande do Sul, Brasil
4307864;Fagundes Varela;Rio Grande do Sul;Fagundes Varela, Rio Grande do Sul, Brasil
4307906;Farroupilha;Rio Grande do Sul;Farroupilha, Rio Grande do Sul, Brasil
4308003;Faxinal do Soturno;Rio Grande do Sul;Faxinal do Soturno, Rio Grande do Sul, Brasil
4308052;Faxinalzinho;Rio Grande do Sul;Faxinalzinho, Rio Grande do Sul, Brasil
4308078;Fazenda Vilanova;Rio Grande do Sul;Fazenda Vilanova, Rio Grande do Sul, Brasil
4308102;Feliz;Rio Grande do Sul;Feliz, Rio Grande do Sul, Brasil
4308201;Flores da Cunha;Rio Grande do Sul;Flores da Cunha, Rio Grande do Sul, Brasil
4308250;Floriano Peixoto;Rio Grande do Sul;Floriano Peixoto, Rio Grande do Sul, Brasil
4308300;Fontoura Xavier;Rio Grande do Sul;Fontoura Xavier, Rio Grande do Sul, Brasil
4308409;Formigueiro;Rio Grande do Sul;Formigueiro, Rio Grande do Sul, Brasil
4308433;Forquetinha;Rio Grande do Sul;Forquetinha, Rio Grande do Sul, Brasil
4308458;Fortaleza dos Valos;Rio Grande do Sul;Fortaleza dos Valos, Rio Grande do Sul, Brasil
4308508;Frederico Westphalen;Rio Grande do Sul;Frederico Westphalen, Rio Grande do Sul, Brasil
4308607;Garibaldi;Rio Grande do Sul;Garibaldi, Rio Grande do Sul, Brasil
4308656;Garruchos;Rio Grande do Sul;Garruchos, Rio Grande do Sul, Brasil
4308706;Gaurama;Rio Grande do Sul;Gaurama, Rio Grande do Sul, Brasil
4308805;General Câmara;Rio Grande do Sul;General Câmara, Rio Grande do Sul, Brasil
4308854;Gentil;Rio Grande do Sul;Gentil, Rio Grande do Sul, Brasil
4308904;Getúlio Vargas;Rio Grande do Sul;Getúlio Vargas, Rio Grande do Sul, Brasil
4309001;Giruá;Rio Grande do Sul;Giruá, Rio Grande do Sul, Brasil
4309050;Glorinha;Rio Grande do Sul;Glorinha, Rio Grande do Sul, Brasil
4309100;Gramado;Rio Grande do Sul;Gramado, Rio Grande do Sul, Brasil
4309126;Gramado dos Loureiros;Rio Grande do Sul;Gramado dos Loureiros, Rio Grande do Sul, Brasil
4309159;Gramado Xavier;Rio Grande do Sul;Gramado Xavier, Rio Grande do Sul, Brasil
4309209;Gravataí;Rio Grande do Sul;Gravataí, Rio Grande do Sul, Brasil
4309258;Guabiju;Rio Grande do Sul;Guabiju, Rio Grande do Sul, Brasil
4309308;Guaíba;Rio Grande do Sul;Guaíba, Rio Grande do Sul, Brasil
4309407;Guaporé;Rio Grande do Sul;Guaporé, Rio Grande do Sul, Brasil
4309506;Guarani das Missões;Rio Grande do Sul;Guarani das Missões, Rio Grande do Sul, Brasil
4309555;Harmonia;Rio Grande do Sul;Harmonia, Rio Grande do Sul, Brasil
4307104;Herval;Rio Grande do Sul;Herval, Rio Grande do Sul, Brasil
4309571;Herveiras;Rio Grande do Sul;Herveiras, Rio Grande do Sul, Brasil
4309605;Horizontina;Rio Grande do Sul;Horizontina, Rio Grande do Sul, Brasil
4309654;Hulha Negra;Rio Grande do Sul;Hulha Negra, Rio Grande do Sul, Brasil
4309704;Humaitá;Rio Grande do Sul;Humaitá, Rio Grande do Sul, Brasil
4309753;Ibarama;Rio Grande do Sul;Ibarama, Rio Grande do Sul, Brasil
4309803;Ibiaçá;Rio Grande do Sul;Ibiaçá, Rio Grande do Sul, Brasil
4309902;Ibiraiaras;Rio Grande do Sul;Ibiraiaras, Rio Grande do Sul, Brasil
4309951;Ibirapuitã;Rio Grande do Sul;Ibirapuitã, Rio Grande do Sul, Brasil
4310009;Ibirubá;Rio Grande do Sul;Ibirubá, Rio Grande do Sul, Brasil
4310108;Igrejinha;Rio Grande do Sul;Igrejinha, Rio Grande do Sul, Brasil
4310207;Ijuí;Rio Grande do Sul;Ijuí, Rio Grande do Sul, Brasil
4310306;Ilópolis;Rio Grande do Sul;Ilópolis, Rio Grande do Sul, Brasil
4310330;Imbé;Rio Grande do Sul;Imbé, Rio Grande do Sul, Brasil
4310363;Imigrante;Rio Grande do Sul;Imigrante, Rio Grande do Sul, Brasil
4310405;Independência;Rio Grande do Sul;Independência, Rio Grande do Sul, Brasil
4310413;Inhacorá;Rio Grande do Sul;Inhacorá, Rio Grande do Sul, Brasil
4310439;Ipê;Rio Grande do Sul;Ipê, Rio Grande do Sul, Brasil
4310462;Ipiranga do Sul;Rio Grande do Sul;Ipiranga do Sul, Rio Grande do Sul, Brasil
4310504;Iraí;Rio Grande do Sul;Iraí, Rio Grande do Sul, Brasil
4310538;Itaara;Rio Grande do Sul;Itaara, Rio Grande do Sul, Brasil
4310553;Itacurubi;Rio Grande do Sul;Itacurubi, Rio Grande do Sul, Brasil
4310579;Itapuca;Rio Grande do Sul;Itapuca, Rio Grande do Sul, Brasil
4310603;Itaqui;Rio Grande do Sul;Itaqui, Rio Grande do Sul, Brasil
4310652;Itati;Rio Grande do Sul;Itati, Rio Grande do Sul, Brasil
4310702;Itatiba do Sul;Rio Grande do Sul;Itatiba do Sul, Rio Grande do Sul, Brasil
4310751;Ivorá;Rio Grande do Sul;Ivorá, Rio Grande do Sul, Brasil
4310801;Ivoti;Rio Grande do Sul;Ivoti, Rio Grande do Sul, Brasil
4310850;Jaboticaba;Rio Grande do Sul;Jaboticaba, Rio Grande do Sul, Brasil
4310876;Jacuizinho;Rio Grande do Sul;Jacuizinho, Rio Grande do Sul, Brasil
4310900;Jacutinga;Rio Grande do Sul;Jacutinga, Rio Grande do Sul, Brasil
4311007;Jaguarão;Rio Grande do Sul;Jaguarão, Rio Grande do Sul, Brasil
4311106;Jaguari;Rio Grande do Sul;Jaguari, Rio Grande do Sul, Brasil
4311122;Jaquirana;Rio Grande do Sul;Jaquirana, Rio Grande do Sul, Brasil
4311130;Jari;Rio Grande do Sul;Jari, Rio Grande do Sul, Brasil
4311155;Jóia;Rio Grande do Sul;Jóia, Rio Grande do Sul, Brasil
4311205;Júlio de Castilhos;Rio Grande do Sul;Júlio de Castilhos, Rio Grande do Sul, Brasil
4311239;Lagoa Bonita do Sul;Rio Grande do Sul;Lagoa Bonita do Sul, Rio Grande do Sul, Brasil
4311270;Lagoa dos Três Cantos;Rio Grande do Sul;Lagoa dos Três Cantos, Rio Grande do Sul, Brasil
4311304;Lagoa Vermelha;Rio Grande do Sul;Lagoa Vermelha, Rio Grande do Sul, Brasil
4311254;Lagoão;Rio Grande do Sul;Lagoão, Rio Grande do Sul, Brasil
4311403;Lajeado;Rio Grande do Sul;Lajeado, Rio Grande do Sul, Brasil
4311429;Lajeado do Bugre;Rio Grande do Sul;Lajeado do Bugre, Rio Grande do Sul, Brasil
4311502;Lavras do Sul;Rio Grande do Sul;Lavras do Sul, Rio Grande do Sul, Brasil
4311601;Liberato Salzano;Rio Grande do Sul;Liberato Salzano, Rio Grande do Sul, Brasil
4311627;Lindolfo Collor;Rio Grande do Sul;Lindolfo Collor, Rio Grande do Sul, Brasil
4311643;Linha Nova;Rio Grande do Sul;Linha Nova, Rio Grande do Sul, Brasil
4311718;Maçambará;Rio Grande do Sul;Maçambará, Rio Grande do Sul, Brasil
4311700;Machadinho;Rio Grande do Sul;Machadinho, Rio Grande do Sul, Brasil
4311734;Mampituba;Rio Grande do Sul;Mampituba, Rio Grande do Sul, Brasil
4311759;Manoel Viana;Rio Grande do Sul;Manoel Viana, Rio Grande do Sul, Brasil
4311775;Maquiné;Rio Grande do Sul;Maquiné, Rio Grande do Sul, Brasil
4311791;Maratá;Rio Grande do Sul;Maratá, Rio Grande do Sul, Brasil
4311809;Marau;Rio Grande do Sul;Marau, Rio Grande do Sul, Brasil
4311908;Marcelino Ramos;Rio Grande do Sul;Marcelino Ramos, Rio Grande do Sul, Brasil
4311981;Mariana Pimentel;Rio Grande do Sul;Mariana Pimentel, Rio Grande do Sul, Brasil
4312005;Mariano Moro;Rio Grande do Sul;Mariano Moro, Rio Grande do Sul, Brasil
4312054;Marques de Souza;Rio Grande do Sul;Marques de Souza, Rio Grande do Sul, Brasil
4312104;Mata;Rio Grande do Sul;Mata, Rio Grande do Sul, Brasil
4312138;Mato Castelhano;Rio Grande do Sul;Mato Castelhano, Rio Grande do Sul, Brasil
4312153;Mato Leitão;Rio Grande do Sul;Mato Leitão, Rio Grande do Sul, Brasil
4312179;Mato Queimado;Rio Grande do Sul;Mato Queimado, Rio Grande do Sul, Brasil
4312203;Maximiliano de Almeida;Rio Grande do Sul;Maximiliano de Almeida, Rio Grande do Sul, Brasil
4312252;Minas do Leão;Rio Grande do Sul;Minas do Leão, Rio Grande do Sul, Brasil
4312302;Miraguaí;Rio Grande do Sul;Miraguaí, Rio Grande do Sul, Brasil
4312351;Montauri;Rio Grande do Sul;Montauri, Rio Grande do Sul, Brasil
4312377;Monte Alegre dos Campos;Rio Grande do Sul;Monte Alegre dos Campos, Rio Grande do Sul, Brasil
4312385;Monte Belo do Sul;Rio Grande do Sul;Monte Belo do Sul, Rio Grande do Sul, Brasil
4312401;Montenegro;Rio Grande do Sul;Montenegro, Rio Grande do Sul, Brasil
4312427;Mormaço;Rio Grande do Sul;Mormaço, Rio Grande do Sul, Brasil
4312443;Morrinhos do Sul;Rio Grande do Sul;Morrinhos do Sul, Rio Grande do Sul, Brasil
4312450;Morro Redondo;Rio Grande do Sul;Morro Redondo, Rio Grande do Sul, Brasil
4312476;Morro Reuter;Rio Grande do Sul;Morro Reuter, Rio Grande do Sul, Brasil
4312500;Mostardas;Rio Grande do Sul;Mostardas, Rio Grande do Sul, Brasil
4312609;Muçum;Rio Grande do Sul;Muçum, Rio Grande do Sul, Brasil
4312617;Muitos Capões;Rio Grande do Sul;Muitos Capões, Rio Grande do Sul, Brasil
4312625;Muliterno;Rio Grande do Sul;Muliterno, Rio Grande do Sul, Brasil
4312658;Não-Me-Toque;Rio Grande do Sul;Não-Me-Toque, Rio Grande do Sul, Brasil
4312674;Nicolau Vergueiro;Rio Grande do Sul;Nicolau Vergueiro, Rio Grande do Sul, Brasil
4312708;Nonoai;Rio Grande do Sul;Nonoai, Rio Grande do Sul, Brasil
